#Latin name	Filename (NCBI Taxonomy ID)
chloroplast Dipteryx alata	54988.chloroplast
chloroplast Disa aconitoides subsp. aconitoides	376080.chloroplast
chloroplast Disa aconitoides subsp. goetzeana	376081.chloroplast
chloroplast Disa alticola	376046.chloroplast
chloroplast Disa amoena	376073.chloroplast
chloroplast Disa aristata	376066.chloroplast
chloroplast Disa atricapilla	175351.chloroplast
chloroplast Disa atrorubens	376022.chloroplast
chloroplast Disa aurata	175352.chloroplast
chloroplast Disa barbata	376057.chloroplast
chloroplast Disa baurii	376056.chloroplast
chloroplast Disa bivalvata	175353.chloroplast
chloroplast Disa bodkinii	376029.chloroplast
chloroplast Disa bolusiana	376021.chloroplast
chloroplast Disa borbonica	376024.chloroplast
chloroplast Disa brachyceras	376041.chloroplast
chloroplast Disa bracteata	62855.chloroplast
chloroplast Disa brevicornis	376026.chloroplast
chloroplast Disa buchenaviana	376045.chloroplast
chloroplast Disa caffra	376103.chloroplast
chloroplast Disa cardinalis	62839.chloroplast
chloroplast Disa caulescens	175354.chloroplast
chloroplast Disa celata	376094.chloroplast
chloroplast Disa cephalotes subsp. cephalotes	376069.chloroplast
chloroplast Disa cephalotes subsp. frigida	376068.chloroplast
chloroplast Disa chrysostachya	62840.chloroplast
chloroplast Disa comosa	376023.chloroplast
chloroplast Disa conferta	376028.chloroplast
chloroplast Disa cooperi	376104.chloroplast
chloroplast Disa cornuta	175355.chloroplast
chloroplast Disa crassicornis	175356.chloroplast
chloroplast Disa cylindrica	175357.chloroplast
chloroplast Disa densiflora	376002.chloroplast
chloroplast Disa draconis	376037.chloroplast
chloroplast Disa elegans	376031.chloroplast
chloroplast Disa erubescens subsp. carsonii	376093.chloroplast
chloroplast Disa erubescens subsp. erubescens	376092.chloroplast
chloroplast Disa extinctoria	376107.chloroplast
chloroplast Disa fasciata	175358.chloroplast
chloroplast Disa ferruginea	175359.chloroplast
chloroplast Disa filicornis	175360.chloroplast
chloroplast Disa fragrans subsp. fragrans	376096.chloroplast
chloroplast Disa galpinii	376099.chloroplast
chloroplast Disa gladioliflora subsp. capricornis	376065.chloroplast
chloroplast Disa gladioliflora subsp. gladioliflora	376064.chloroplast
chloroplast Disa glandulosa	62841.chloroplast
chloroplast Disa graminifolia	376055.chloroplast
chloroplast Disa hallackii	376050.chloroplast
chloroplast Disa harveyana subsp. harveyana	376040.chloroplast
chloroplast Disa harveyana subsp. longicalcarata	376039.chloroplast
chloroplast Disa hians	376058.chloroplast
chloroplast Disa hircicornis	376102.chloroplast
chloroplast Disa intermedia	376047.chloroplast
chloroplast Disa karooica	376036.chloroplast
chloroplast Disa longicornu	62842.chloroplast
chloroplast Disa lugens var. lugens	376060.chloroplast
chloroplast Disa maculata	175364.chloroplast
chloroplast Disa marlothii	376006.chloroplast
chloroplast Disa miniata	376087.chloroplast
chloroplast Disa montana	376077.chloroplast
chloroplast Disa multifida	376061.chloroplast
chloroplast Disa neglecta	376032.chloroplast
chloroplast Disa nervosa	175365.chloroplast
chloroplast Disa nivea	376075.chloroplast
chloroplast Disa obtusa subsp. hottentotica	376035.chloroplast
chloroplast Disa obtusa subsp. picta	376034.chloroplast
chloroplast Disa ocellata	175367.chloroplast
chloroplast Disa ochrostachya	376086.chloroplast
chloroplast Disa ophrydea	376027.chloroplast
chloroplast Disa oreophila subsp. erecta	376076.chloroplast
chloroplast Disa oreophila subsp. oreophila	376074.chloroplast
chloroplast Disa ornithantha	376089.chloroplast
chloroplast Disa ovalifolia	376009.chloroplast
chloroplast Disa patula var. transvaalensis	376048.chloroplast
chloroplast Disa perplexa	376101.chloroplast
chloroplast Disa pillansii	376005.chloroplast
chloroplast Disa polygonoides	175370.chloroplast
chloroplast Disa pulchra	376071.chloroplast
chloroplast Disa purpurascens	376062.chloroplast
chloroplast Disa pygmaea	376019.chloroplast
chloroplast Disa racemosa	62843.chloroplast
chloroplast Disa remota	376030.chloroplast
chloroplast Disa reticulata	376025.chloroplast
chloroplast Disa rhodantha	376105.chloroplast
chloroplast Disa richardiana	175371.chloroplast
chloroplast Disa robusta	376083.chloroplast
chloroplast Disa rosea	62844.chloroplast
chloroplast Disa rufescens	376018.chloroplast
chloroplast Disa sabulosa	376020.chloroplast
chloroplast Disa sagittalis	62845.chloroplast
chloroplast Disa salteri	376053.chloroplast
chloroplast Disa sanguinea	376100.chloroplast
chloroplast Disa sankeyi	376095.chloroplast
chloroplast Disa satyriopsis	376090.chloroplast
chloroplast Disa saxicola	175372.chloroplast
chloroplast Disa schizodioides	376007.chloroplast
chloroplast Disa schlechteriana	376051.chloroplast
chloroplast Disa scullyi	376106.chloroplast
chloroplast Disa similis	376082.chloroplast
chloroplast Disa spathulata subsp. tripartita	376052.chloroplast
chloroplast Disa stachyoides	175375.chloroplast
chloroplast Disa stairsii	175376.chloroplast
chloroplast Disa stricta	376070.chloroplast
chloroplast Disa subtenuicornis	376033.chloroplast
chloroplast Disa telipogonis	175377.chloroplast
chloroplast Disa tenella subsp. pusilla	376044.chloroplast
chloroplast Disa tenella subsp. tenella	376043.chloroplast
chloroplast Disa tenuifolia	175378.chloroplast
chloroplast Disa tenuis	376054.chloroplast
chloroplast Disa thodei	175379.chloroplast
chloroplast Disa triloba	376008.chloroplast
chloroplast Disa tripetaloides	62846.chloroplast
chloroplast Disa tysonii	376049.chloroplast
chloroplast Disa ukingensis	376085.chloroplast
chloroplast Disa uncinata	175380.chloroplast
chloroplast Disa uniflora	62847.chloroplast
chloroplast Disa vaginata	175381.chloroplast
chloroplast Disa vasselotii	376004.chloroplast
chloroplast Disa venosa	175382.chloroplast
chloroplast Disa venusta	376059.chloroplast
chloroplast Disa versicolor	175383.chloroplast
chloroplast Disa vigilans	376072.chloroplast
chloroplast Disa virginalis	175384.chloroplast
chloroplast Disa walleri	376084.chloroplast
chloroplast Disa woodii	376097.chloroplast
chloroplast Disa x maculomarronina	376108.chloroplast
chloroplast Disa zimbabweensis	376078.chloroplast
chloroplast Disa zombica	376088.chloroplast
chloroplast Disa zuluensis	376098.chloroplast
chloroplast Disanthus cercidifolius	54451.chloroplast
chloroplast Disanthus cercidifolius var. longipes	82930.chloroplast
chloroplast Discaria chacaye	48244.chloroplast
chloroplast Discaria toumatou	140582.chloroplast
chloroplast Discocarpus essequeboensis	300946.chloroplast
chloroplast Discolobium psoraleifolium	107357.chloroplast
chloroplast Discolobium pulchellum	107358.chloroplast
chloroplast Disocactus amazonicus	153852.chloroplast
chloroplast Disperis capensis	62849.chloroplast
chloroplast Disperis dicerochila	376109.chloroplast
chloroplast Disperis lindleyana	62850.chloroplast
chloroplast Disporopsis aspersa	100534.chloroplast
chloroplast Disporopsis longifolia	100535.chloroplast
chloroplast Disporopsis undulata	100536.chloroplast
chloroplast Disporum sessile	34188.chloroplast
chloroplast Disterigma alaternoides	249293.chloroplast
chloroplast Disterigma ovatum	249294.chloroplast
chloroplast Disterigma pernettyoides	180701.chloroplast
chloroplast Disterigma rimbachii	229195.chloroplast
chloroplast Disterigma trimerum	60705.chloroplast
chloroplast Distichochlamys sp. Kress 01-6848	199579.chloroplast
chloroplast Distyliopsis tutcheri	64113.chloroplast
chloroplast Distylium racemosum	50998.chloroplast
chloroplast Ditrysinia fruticosa	316685.chloroplast
chloroplast Dittrichia viscosa	56525.chloroplast
chloroplast Dixonia cf. thamnioides Murata et al. 23291	219761.chloroplast
chloroplast Dixonia thamnioides	219759.chloroplast
chloroplast Docyniopsis tschonoskii	193305.chloroplast
chloroplast Dodecatheon alpinum subsp. majus	272092.chloroplast
chloroplast Dodecatheon amethystinum	272079.chloroplast
chloroplast Dodecatheon clevelandii subsp. clevelandii	272093.chloroplast
chloroplast Dodecatheon clevelandii subsp. insulare	272094.chloroplast
chloroplast Dodecatheon clevelandii subsp. sanctarum	272095.chloroplast
chloroplast Dodecatheon conjugens subsp. conjugens	272096.chloroplast
chloroplast Dodecatheon dentatum subsp. dentatum	272097.chloroplast
chloroplast Dodecatheon dentatum subsp. ellisiae	272098.chloroplast
chloroplast Dodecatheon dentatum subsp. utahense	272099.chloroplast
chloroplast Dodecatheon frigidum	272082.chloroplast
chloroplast Dodecatheon hansenii	272083.chloroplast
chloroplast Dodecatheon hendersonii subsp. cruciatum	272100.chloroplast
chloroplast Dodecatheon hendersonii subsp. hendersonii	272101.chloroplast
chloroplast Dodecatheon jeffreyi subsp. jeffreyi	272102.chloroplast
chloroplast Dodecatheon meadia subsp. meadia	272103.chloroplast
chloroplast Dodecatheon meadia subsp. membranaceum	272104.chloroplast
chloroplast Dodecatheon poeticum	272086.chloroplast
chloroplast Dodecatheon pulchellum subsp. cusickii	272105.chloroplast
chloroplast Dodecatheon pulchellum subsp. pulchellum	272106.chloroplast
chloroplast Dodecatheon pulchellum var. alaskanum	282985.chloroplast
chloroplast Dodecatheon redolens	272087.chloroplast
chloroplast Dodecatheon sp. Chambers 6280	272077.chloroplast
chloroplast Dodonaea lanceolata	290937.chloroplast
chloroplast Dolichomitra cymbifolia	195670.chloroplast
chloroplast Dolichomitriopsis diversiformis	85453.chloroplast
chloroplast Dolichopsis paraguariensis	77315.chloroplast
chloroplast Dolichos trinervatus	271170.chloroplast
chloroplast Dombeya spectabilis	93762.chloroplast
chloroplast Doniophyton anomalum	41570.chloroplast
chloroplast Doronicum columnae	118758.chloroplast
chloroplast Doryanthes excelsa	49713.chloroplast
chloroplast Doryanthes palmeri	182178.chloroplast
chloroplast Douinia ovata	248357.chloroplast
chloroplast Dovea macrocarpa	136723.chloroplast
chloroplast Dozya japonica	84257.chloroplast
chloroplast Draba nemorosa	171822.chloroplast
chloroplast Dracaena angustifolia	100531.chloroplast
chloroplast Dracaena draco	100532.chloroplast
chloroplast Dracula chimaera	125397.chloroplast
chloroplast Drepanolejeunea anoplantha	414181.chloroplast
chloroplast Drepanolejeunea biocellata	280573.chloroplast
chloroplast Drepanolejeunea erecta	203672.chloroplast
chloroplast Drepanolejeunea sp. ilkiu-Borges et al. 3024	414182.chloroplast
chloroplast Drepanolejeunea vesiculosa	236161.chloroplast
chloroplast Dresslerella elvallensis	125405.chloroplast
chloroplast Driessenia glanduligera	119944.chloroplast
chloroplast Drimiopsis sp. MP H642	208092.chloroplast
chloroplast Drimys granadensis	224735.chloroplast
chloroplast Drimys winteri	3419.chloroplast
chloroplast Drosophyllum lusitanicum	4373.chloroplast
chloroplast Dryadella edwallii	125409.chloroplast
chloroplast Dryadella simula	125410.chloroplast
chloroplast Dryandra bipinnatifida	302477.chloroplast
chloroplast Dryandra calophylla	188613.chloroplast
chloroplast Dryandra falcata	302478.chloroplast
chloroplast Dryandra foliosissima	188614.chloroplast
chloroplast Dryandra formosa	302476.chloroplast
chloroplast Dryandra serratuloides	188615.chloroplast
chloroplast Dryandra sessilis	188616.chloroplast
chloroplast Dryandra speciosa	188617.chloroplast
chloroplast Drymoanthus minimus	331267.chloroplast
chloroplast Drymophila moorei	120014.chloroplast
chloroplast Drymophloeus beguinii	145687.chloroplast
chloroplast Drymophloeus litigiosus	292757.chloroplast
chloroplast Drypetes madagascariensis	283114.chloroplast
chloroplast Duchesnea chrysantha	176126.chloroplast
chloroplast Dugesia mexicana	121910.chloroplast
chloroplast Dumortiera hirsuta	56917.chloroplast
chloroplast Dunaliella parva	3048.chloroplast
chloroplast Dunaliella tertiolecta	3047.chloroplast
chloroplast Dupontia fisheri subsp. pelligera	376119.chloroplast
chloroplast Dupontia fisheri subsp. psilosantha	376120.chloroplast
chloroplast Durio zibethinus	66656.chloroplast
chloroplast Dussia macroprophyllata	225114.chloroplast
chloroplast Duthiastrum linifolium	238537.chloroplast
chloroplast Duthiea brachypodium	375992.chloroplast
chloroplast Duthiella wallichii	184705.chloroplast
chloroplast Dyakia hendersoniana	331197.chloroplast
chloroplast Dymondia margaretae	259875.chloroplast
chloroplast Dypsis lastelliana	145688.chloroplast
chloroplast Dyscritothamnus mirandae	183024.chloroplast
chloroplast Dyssodia tenuiloba	217842.chloroplast
chloroplast Earina valida	142125.chloroplast
chloroplast Eatonella nivea	149422.chloroplast
chloroplast Ecballium elaterium	3679.chloroplast
chloroplast Ecdeiocolea monostachya	98869.chloroplast
chloroplast Echinaria capitata	375994.chloroplast
chloroplast Echinocactus platyacanthus	154415.chloroplast
chloroplast Echinocereus pentalophus	153854.chloroplast
chloroplast Echinochloa esculenta	121770.chloroplast
chloroplast Echinopogon sp. ED-2006	376138.chloroplast
chloroplast Echinops exaltatus	9372.chloroplast
chloroplast Ecklonia radiata	309355.chloroplast
chloroplast Eclipta prostrata	53719.chloroplast
chloroplast Ectocarpus siliculosus	2880.chloroplast
chloroplast Edmundoa lindenii	326787.chloroplast
chloroplast Egregia menziesii	105409.chloroplast
chloroplast Ehretia anacua	99303.chloroplast
chloroplast Ehrharta longifolia	121771.chloroplast
chloroplast Eichhornia crassipes	44947.chloroplast
chloroplast Eisenia arborea	117507.chloroplast
chloroplast Elachista fucicola	27960.chloroplast
chloroplast Elaeagnus umbellata	43233.chloroplast
chloroplast Elaeis oleifera	80265.chloroplast
chloroplast Elaphandra paucipunctata	243766.chloroplast
chloroplast Elattostachys megalantha	290939.chloroplast
chloroplast Elattostachys microcarpa	290940.chloroplast
chloroplast Elegia amoena	311270.chloroplast
chloroplast Elegia asperiflora	178420.chloroplast
chloroplast Elegia atratiflora	311271.chloroplast
chloroplast Elegia caespitosa	311272.chloroplast
chloroplast Elegia capensis	311273.chloroplast
chloroplast Elegia coleura	311274.chloroplast
chloroplast Elegia cuspidata	98897.chloroplast
chloroplast Elegia elephas	311263.chloroplast
chloroplast Elegia equisetacea	311275.chloroplast
chloroplast Elegia esterhuyseniae	311276.chloroplast
chloroplast Elegia extensa	311277.chloroplast
chloroplast Elegia fenestrata	202382.chloroplast
chloroplast Elegia filacea	311278.chloroplast
chloroplast Elegia fistulosa	311279.chloroplast
chloroplast Elegia fucata	311280.chloroplast
chloroplast Elegia galpinii	311281.chloroplast
chloroplast Elegia glomerata	311282.chloroplast
chloroplast Elegia grandis	311283.chloroplast
chloroplast Elegia grandispicata	311284.chloroplast
chloroplast Elegia hutchinsonii	311285.chloroplast
chloroplast Elegia intermedia	311286.chloroplast
chloroplast Elegia juncea	311287.chloroplast
chloroplast Elegia muirii	311288.chloroplast
chloroplast Elegia neesii	311289.chloroplast
chloroplast Elegia persistens	311290.chloroplast
chloroplast Elegia prominens	311291.chloroplast
chloroplast Elegia racemosa	311292.chloroplast
chloroplast Elegia rigida	311293.chloroplast
chloroplast Elegia spathacea	136724.chloroplast
chloroplast Elegia squamosa	311294.chloroplast
chloroplast Elegia stipularis	136725.chloroplast
chloroplast Elegia stokoei	311295.chloroplast
chloroplast Elegia thyrsifera	311296.chloroplast
chloroplast Elegia thyrsoidea	311297.chloroplast
chloroplast Elegia vaginulata	311298.chloroplast
chloroplast Elegia verreauxii	311299.chloroplast
chloroplast Elettariopsis kerbyi	97743.chloroplast
chloroplast Elettariopsis sp. Kress 00-6720	199580.chloroplast
chloroplast Elettariopsis stenosiphon	199637.chloroplast
chloroplast Eleusine indica	29674.chloroplast
chloroplast Eleutherine latifolia	58986.chloroplast
chloroplast Eleutherococcus senticosus	265767.chloroplast
chloroplast Eleutherococcus sessiliflorus	105886.chloroplast
chloroplast Elliottia bracteata	45893.chloroplast
chloroplast Elliottia paniculata	75585.chloroplast
chloroplast Elliottia pyroliflorus	49141.chloroplast
chloroplast Elmerrillia ovalis	86719.chloroplast
chloroplast Elymus californicus	145786.chloroplast
chloroplast Elymus canadensis	29675.chloroplast
chloroplast Elymus caninus	129741.chloroplast
chloroplast Elymus caucasicus	129742.chloroplast
chloroplast Elymus ciliaris	129743.chloroplast
chloroplast Elymus dahuricus	129744.chloroplast
chloroplast Elymus elymoides	89343.chloroplast
chloroplast Elymus glaucescens	52707.chloroplast
chloroplast Elymus glaucissimus	129745.chloroplast
chloroplast Elymus glaucus	145778.chloroplast
chloroplast Elymus hystrix	145781.chloroplast
chloroplast Elymus kengii	129747.chloroplast
chloroplast Elymus lanceolatus	86019.chloroplast
chloroplast Elymus mutabilis	129748.chloroplast
chloroplast Elymus nevskii	129749.chloroplast
chloroplast Elymus panormitanus	129750.chloroplast
chloroplast Elymus patagonicus	52708.chloroplast
chloroplast Elymus pendulinus	129751.chloroplast
chloroplast Elymus rectisetus	129752.chloroplast
chloroplast Elymus repens	52152.chloroplast
chloroplast Elymus scaber var. scaber	377268.chloroplast
chloroplast Elymus semicostatus	129755.chloroplast
chloroplast Elymus sibiricus	52830.chloroplast
chloroplast Elymus strictus	129756.chloroplast
chloroplast Elymus trachycaulus	52709.chloroplast
chloroplast Elymus transhyrcanus	129757.chloroplast
chloroplast Elymus tschimganicus	129758.chloroplast
chloroplast Elymus tsukushiensis	129759.chloroplast
chloroplast Elymus virginicus	145780.chloroplast
chloroplast Elymus wawawaiensis	129760.chloroplast
chloroplast Embergeria grandifolia	43192.chloroplast
chloroplast Embothrium coccineum	54937.chloroplast
chloroplast Emiliania huxleyi	2903.chloroplast
chloroplast Empetrum atropurpureum	49142.chloroplast
chloroplast Empetrum eamesii	199170.chloroplast
chloroplast Empetrum hermaphroditum	199171.chloroplast
chloroplast Empetrum nigrum	191066.chloroplast
chloroplast Empetrum rubrum	45919.chloroplast
chloroplast Empodisma minus	98899.chloroplast
chloroplast Encalypta ciliata	130446.chloroplast
chloroplast Encelia californica	183026.chloroplast
chloroplast Enceliopsis nudicaulis	372428.chloroplast
chloroplast Encephalartos altensteinii	3300.chloroplast
chloroplast Encephalartos barteri	133428.chloroplast
chloroplast Encephalartos gratus	179202.chloroplast
chloroplast Encephalartos longifolius	179211.chloroplast
chloroplast Endiandra impressicosta	263811.chloroplast
chloroplast Endiandra kingiana	263812.chloroplast
chloroplast Endlicheria verticillata	136120.chloroplast
chloroplast Endocaulos mangorense	116732.chloroplast
chloroplast Engelmannia peristenia	217843.chloroplast
chloroplast Ennealophus euryandrus	152719.chloroplast
chloroplast Enneapogon scoparius	160590.chloroplast
chloroplast Ensete ventricosum	4639.chloroplast
chloroplast Enterolobium cyclocarpum	54878.chloroplast
chloroplast Enteropogon acicularis	110883.chloroplast
chloroplast Enteropogon dolichostachyus	160586.chloroplast
chloroplast Entodon challengeri	142770.chloroplast
chloroplast Entodon luridus	142771.chloroplast
chloroplast Entodon rubicundus	98944.chloroplast
chloroplast Entodon scabridens	142772.chloroplast
chloroplast Entomophobia kinabaluensis	141740.chloroplast
chloroplast Entosthodon laevis	130452.chloroplast
chloroplast Enydra sessilis	183029.chloroplast
chloroplast Epacris lanuginosa	55228.chloroplast
chloroplast Ephedra rhytidosperma	329755.chloroplast
chloroplast Ephedra sinica	33152.chloroplast
chloroplast Ephemerum spinulosum	130431.chloroplast
chloroplast Epidryos allenii	100691.chloroplast
chloroplast Epifagus virginiana	4177.chloroplast
chloroplast Equisetum arvense	3258.chloroplast
chloroplast Equisetum bogotense	127539.chloroplast
chloroplast Equisetum diffusum	231682.chloroplast
chloroplast Equisetum fluviatile	231680.chloroplast
chloroplast Equisetum giganteum	3259.chloroplast
chloroplast Equisetum hyemale	3262.chloroplast
chloroplast Equisetum laevigatum	223814.chloroplast
chloroplast Equisetum myriochaetum	231677.chloroplast
chloroplast Equisetum palustre	113538.chloroplast
chloroplast Equisetum pratense	231681.chloroplast
chloroplast Equisetum ramosissimum subsp. debile	232203.chloroplast
chloroplast Equisetum scirpoides	3261.chloroplast
chloroplast Equisetum sylvaticum	231679.chloroplast
chloroplast Equisetum telmateia subsp. braunii	232204.chloroplast
chloroplast Equisetum variegatum	231678.chloroplast
chloroplast Eragrostiella brachyphylla	160549.chloroplast
chloroplast Eragrostis advena	110884.chloroplast
chloroplast Eragrostis airoides	121772.chloroplast
chloroplast Eragrostis australasica	160550.chloroplast
chloroplast Eragrostis bicolor	160551.chloroplast
chloroplast Eragrostis echinochloidea	110885.chloroplast
chloroplast Eragrostis grandis	160552.chloroplast
chloroplast Eragrostis minor	110886.chloroplast
chloroplast Eranthis stellata	93211.chloroplast
chloroplast Eremium erianthum	52711.chloroplast
chloroplast Eremopyrum bonaepartis	37675.chloroplast
chloroplast Eremopyrum distans	58936.chloroplast
chloroplast Eremopyrum orientale	145782.chloroplast
chloroplast Eremopyrum triticeum	58937.chloroplast
chloroplast Eremothamnus marlothianus	41573.chloroplast
chloroplast Erica australis	13510.chloroplast
chloroplast Erica sicula	49143.chloroplast
chloroplast Erica tetralix	49144.chloroplast
chloroplast Erigeron hybridus	41575.chloroplast
chloroplast Eriobotrya japonica	32224.chloroplast
chloroplast Eriocaulon septangulare	72646.chloroplast
chloroplast Erioglossum rubiginosum	290942.chloroplast
chloroplast Eriophyllum congdonii	149424.chloroplast
chloroplast Eriophyllum staechadifolium	149426.chloroplast
chloroplast Eriosyce aurata	153856.chloroplast
chloroplast Eriosyce islayensis	153857.chloroplast
chloroplast Eriosyce napina	153858.chloroplast
chloroplast Eriosyce subgibbosa	153859.chloroplast
chloroplast Errazurizia benthamii	248517.chloroplast
chloroplast Errazurizia megacarpa	248518.chloroplast
chloroplast Errazurizia rotundata	248519.chloroplast
chloroplast Erycibe glomerata	197386.chloroplast
chloroplast Erycibe hellwigii	197387.chloroplast
chloroplast Eryngium alpinum	90454.chloroplast
chloroplast Eryngium amethystinum	393506.chloroplast
chloroplast Eryngium bourgatii	46374.chloroplast
chloroplast Eryngium bungei	393508.chloroplast
chloroplast Eryngium caespitiferum	393510.chloroplast
chloroplast Eryngium cervantesii	71973.chloroplast
chloroplast Eryngium eburneum	393514.chloroplast
chloroplast Eryngium elegans	393515.chloroplast
chloroplast Eryngium leavenworthii	393518.chloroplast
chloroplast Eryngium mexicanum	71974.chloroplast
chloroplast Eryngium palmeri	393522.chloroplast
chloroplast Eryngium planum	43071.chloroplast
chloroplast Eryngium sanguisorba	393524.chloroplast
chloroplast Eryngium scaposum	393525.chloroplast
chloroplast Eryngium serbicum	393526.chloroplast
chloroplast Eryngium spiculosum	90459.chloroplast
chloroplast Eryngium vaseyi	393530.chloroplast
chloroplast Eryngium yuccifolium	90460.chloroplast
chloroplast Erythrina crista-galli	49817.chloroplast
chloroplast Erythronium albidum	134856.chloroplast
chloroplast Erythronium americanum	202119.chloroplast
chloroplast Erythronium californicum	202123.chloroplast
chloroplast Erythronium caucasicum	202126.chloroplast
chloroplast Erythronium citrinum	202127.chloroplast
chloroplast Erythronium dens-canis	202128.chloroplast
chloroplast Erythronium grandiflorum	202130.chloroplast
chloroplast Erythronium helenae	202133.chloroplast
chloroplast Erythronium hendersonii	202136.chloroplast
chloroplast Erythronium japonicum	49642.chloroplast
chloroplast Erythronium montanum	202142.chloroplast
chloroplast Erythronium multiscapoideum	202143.chloroplast
chloroplast Erythronium oregonum	202146.chloroplast
chloroplast Erythronium revolutum	202152.chloroplast
chloroplast Erythronium tuolumnense	202159.chloroplast
chloroplast Erythronium umbilicatum	202160.chloroplast
chloroplast Escallonia calcottiae	178793.chloroplast
chloroplast Escallonia illinita	178794.chloroplast
chloroplast Escallonia myrtoidea	178795.chloroplast
chloroplast Escallonia pulverulenta	178796.chloroplast
chloroplast Escallonia resinosa	23077.chloroplast
chloroplast Escallonia rubra	112253.chloroplast
chloroplast Eschweilera romeu-cardosoi	221248.chloroplast
chloroplast Escontria chiotilla	153861.chloroplast
chloroplast Etlingera elatior	188493.chloroplast
chloroplast Etlingera littoralis	188496.chloroplast
chloroplast Etlingera yunnanensis	188505.chloroplast
chloroplast Eucalyptopsis papuana	34311.chloroplast
chloroplast Eucalyptus curtisii	34319.chloroplast
chloroplast Eucalyptus globulus	34317.chloroplast
chloroplast Eucalyptus globulus subsp. globulus	71271.chloroplast
chloroplast Eucalyptus haemastoma	271780.chloroplast
chloroplast Eucamptodon muelleri	98459.chloroplast
chloroplast Eucnide aurea	193470.chloroplast
chloroplast Eucnide bartonioides	86880.chloroplast
chloroplast Eucnide rupestris	105895.chloroplast
chloroplast Eucnide urens	60123.chloroplast
chloroplast Eucomis bicolor	208119.chloroplast
chloroplast Eucomis montana	208120.chloroplast
chloroplast Eucommia ulmoides	4392.chloroplast
chloroplast Eugenia uniflora	119951.chloroplast
chloroplast Euglena anabaena	38273.chloroplast
chloroplast Euglena deses	66845.chloroplast
chloroplast Euglena gracilis	3039.chloroplast
chloroplast Euglena granulata	69255.chloroplast
chloroplast Euglena longa	3037.chloroplast
chloroplast Euglena mutabilis	38275.chloroplast
chloroplast Euglena myxocylindracea	38276.chloroplast
chloroplast Euglena sanguinea	130315.chloroplast
chloroplast Euglena stellata	38278.chloroplast
chloroplast Euglena viridis	3040.chloroplast
chloroplast Eulychnia iquiquensis	153863.chloroplast
chloroplast Euonymus alatus	4307.chloroplast
chloroplast Euonymus sp. Qiu 94190	155886.chloroplast
chloroplast Eupatorium atrorubens	13517.chloroplast
chloroplast Eupatorium cannabinum	102770.chloroplast
chloroplast Eupatorium capillifolium	102771.chloroplast
chloroplast Eupatorium fortunei	330892.chloroplast
chloroplast Eupatorium hyssopifolium	102774.chloroplast
chloroplast Eupatorium lindleyanum	103753.chloroplast
chloroplast Eupatorium rotundifolium	102778.chloroplast
chloroplast Euphorbia esula	3993.chloroplast
chloroplast Euphrasia disjuncta	307588.chloroplast
chloroplast Euphrasia spectabilis	307587.chloroplast
chloroplast Eupomatia bennettii	13521.chloroplast
chloroplast Euptelea pleiosperma	106141.chloroplast
chloroplast Euptelea polyandra	13523.chloroplast
chloroplast Euptychium cuspidatum	279294.chloroplast
chloroplast Euptychium setigerum	245363.chloroplast
chloroplast Eurhynchiopsis eustegium	184644.chloroplast
chloroplast Eurhynchium angustirete	184645.chloroplast
chloroplast Eurhynchium crassinervium	184646.chloroplast
chloroplast Eurhynchium pulchellum	100466.chloroplast
chloroplast Eurhynchium pumilum	129936.chloroplast
chloroplast Eurhynchium savatieri	184658.chloroplast
chloroplast Eurhynchium striatulum	219728.chloroplast
chloroplast Eurhynchium striatum	113274.chloroplast
chloroplast Eurya japonica	59671.chloroplast
chloroplast Euryale ferox	4414.chloroplast
chloroplast Eurychorda complanata	99122.chloroplast
chloroplast Eurycoma apiculata	459121.chloroplast
chloroplast Eurycoma longifolia	458531.chloroplast
chloroplast Euryomyrtus leptospermoides	199407.chloroplast
chloroplast Euryomyrtus ramosissima	39978.chloroplast
chloroplast Euscaphis japonica	210332.chloroplast
chloroplast Eusideroxylon zwageri	128625.chloroplast
chloroplast Eustachys distichophylla	110887.chloroplast
chloroplast Eustachys mutica	110888.chloroplast
chloroplast Eustigma oblongifolium	51000.chloroplast
chloroplast Eustrephus latifolius	101708.chloroplast
chloroplast Eutetras palmeri	176532.chloroplast
chloroplast Evansiolejeunea roccatii	415879.chloroplast
chloroplast Evolvulus glomeratus	197388.chloroplast
chloroplast Evolvulus nuttallianus	197389.chloroplast
chloroplast Exbucklandia populnea	54453.chloroplast
chloroplast Exbucklandia tonkinensis	96569.chloroplast
chloroplast Exochorda racemosa	133206.chloroplast
chloroplast Exormotheca pustulosa	179058.chloroplast
chloroplast Eysenhardtia orthocarpa	247882.chloroplast
chloroplast Eysenhardtia texana	248520.chloroplast
chloroplast Fagopyrum callianthum	85472.chloroplast
chloroplast Fagopyrum capillatum	85473.chloroplast
chloroplast Fagopyrum cymosum	62329.chloroplast
chloroplast Fagopyrum esculentum	3617.chloroplast
chloroplast Fagopyrum esculentum subsp. ancestrale	180217.chloroplast
chloroplast Fagopyrum gilesii	154340.chloroplast
chloroplast Fagopyrum gracilipes	85474.chloroplast
chloroplast Fagopyrum homotropicum	85475.chloroplast
chloroplast Fagopyrum leptopodum	85476.chloroplast
chloroplast Fagopyrum lineare	85477.chloroplast
chloroplast Fagopyrum macrocarpum	93501.chloroplast
chloroplast Fagopyrum pleioramosum	85478.chloroplast
