#Latin name	Filename (NCBI Taxonomy ID)
chloroplast Fagopyrum rubifolium	93500.chloroplast
chloroplast Fagopyrum sp. C97106	93502.chloroplast
chloroplast Fagopyrum sp. C97107	93503.chloroplast
chloroplast Fagopyrum statice	85479.chloroplast
chloroplast Fagopyrum tataricum	62330.chloroplast
chloroplast Fagopyrum tataricum subsp. potanini	204002.chloroplast
chloroplast Fagopyrum urophyllum	62331.chloroplast
chloroplast Fagus crenata	28929.chloroplast
chloroplast Fagus grandifolia	60423.chloroplast
chloroplast Fagus hayatae	133895.chloroplast
chloroplast Fagus japonica	63422.chloroplast
chloroplast Fagus sylvatica	28930.chloroplast
chloroplast Fagus sylvatica var. atropunicea	133897.chloroplast
chloroplast Falkia repens	197391.chloroplast
chloroplast Fallaciella gracilis	137191.chloroplast
chloroplast Fascicularia bicolor	106448.chloroplast
chloroplast Fatsia japonica	46397.chloroplast
chloroplast Fedia cornucopiae	180554.chloroplast
chloroplast Feldmannia irregularis	133509.chloroplast
chloroplast Felicia bergeriana	13527.chloroplast
chloroplast Fernseea itatiaiae	326789.chloroplast
chloroplast Ferraria crispa	148469.chloroplast
chloroplast Festuca altissima	145835.chloroplast
chloroplast Festucopsis festucoides	72455.chloroplast
chloroplast Festucopsis serpentini	72456.chloroplast
chloroplast Ficus carica	3494.chloroplast
chloroplast Fiebrigiella gracilis	108228.chloroplast
chloroplast Fifea aciphylla	164417.chloroplast
chloroplast Filarum manserichense	175761.chloroplast
chloroplast Filicium decipiens	290944.chloroplast
chloroplast Filipendula multijuga	176127.chloroplast
chloroplast Fingerhuthia sesleriiformis	110890.chloroplast
chloroplast Fissidens subbasilaris	127172.chloroplast
chloroplast Fitchia sp.	41577.chloroplast
chloroplast Flagellaria indica	13529.chloroplast
chloroplast Flaveria bidentis	4224.chloroplast
chloroplast Flaveria pringlei	4226.chloroplast
chloroplast Flaveria ramosissima	41578.chloroplast
chloroplast Florestina pedata	183106.chloroplast
chloroplast Floribundaria floribunda	137205.chloroplast
chloroplast Floribundaria pseudofloribunda	195679.chloroplast
chloroplast Floribundaria usneoides	195680.chloroplast
chloroplast Flueggea leucopyrus	319562.chloroplast
chloroplast Flueggea suffruticosa	283120.chloroplast
chloroplast Flueggea tinctoria	319563.chloroplast
chloroplast Flueggea virosa	283121.chloroplast
chloroplast Fontanesia phillyreoides subsp. phillyreoides	389173.chloroplast
chloroplast Fontinalis antipyretica	67435.chloroplast
chloroplast Forchhammeria sessilifolia	265231.chloroplast
chloroplast Forchhammeria trifoliata	265235.chloroplast
chloroplast Forchhammeria watsonii	265236.chloroplast
chloroplast Fordia splendidissima	54888.chloroplast
chloroplast Forestiera angustifolia	389174.chloroplast
chloroplast Forgesia racemosa	178790.chloroplast
chloroplast Forsteronia refracta	387687.chloroplast
chloroplast Forsteronia velloziana	274681.chloroplast
chloroplast Forsythia europaea	205688.chloroplast
chloroplast Fortunearia sinensis	51002.chloroplast
chloroplast Fossombronia angulosa	269538.chloroplast
chloroplast Fossombronia foveolata	56918.chloroplast
chloroplast Fossombronia sp. Stotler and Crandall-Stotler 3940	269539.chloroplast
chloroplast Fosterella albicans	326790.chloroplast
chloroplast Fosterella caulescens	326791.chloroplast
chloroplast Fosterella floridensis	326792.chloroplast
chloroplast Fosterella penduliflora	49488.chloroplast
chloroplast Fothergilla major	64116.chloroplast
chloroplast Fouquieria splendens	13533.chloroplast
chloroplast Fragaria iinumae	64939.chloroplast
chloroplast Fragaria vesca	57918.chloroplast
chloroplast Fragaria x ananassa	3747.chloroplast
chloroplast Frailea gracillima	154413.chloroplast
chloroplast Frailea phaeodisca	154414.chloroplast
chloroplast Frangula alnus	106677.chloroplast
chloroplast Frankenia laevis	122303.chloroplast
chloroplast Franklinia alatamaha	182302.chloroplast
chloroplast Fraxinus chinensis	56033.chloroplast
chloroplast Freesia alba	58988.chloroplast
chloroplast Fremontodendron californicum	93767.chloroplast
chloroplast Freycinetia formosana	120016.chloroplast
chloroplast Freylinia lanceolata	160384.chloroplast
chloroplast Fritillaria thunbergii	108546.chloroplast
chloroplast Froelichia floridana	46114.chloroplast
chloroplast Frondaria caulescens	125412.chloroplast
chloroplast Frullania cf. madothecoides Davis 295	280825.chloroplast
chloroplast Frullania eboracensis	304447.chloroplast
chloroplast Frullania moniliata	269540.chloroplast
chloroplast Frullania muscicola	236150.chloroplast
chloroplast Frullania tamarisci	95764.chloroplast
chloroplast Frullania teneriffae	399105.chloroplast
chloroplast Frullanoides mexicana	414234.chloroplast
chloroplast Fuchsia cyrtandroides	22656.chloroplast
chloroplast Fucus vesiculosus	49266.chloroplast
chloroplast Fuertesia domingensis	193472.chloroplast
chloroplast Fulfordianthus evansii	378492.chloroplast
chloroplast Fulfordianthus pterobryoides	378493.chloroplast
chloroplast Funaria hygrometrica	29583.chloroplast
chloroplast Gackstroemia weindorferi	280632.chloroplast
chloroplast Gagea lutea	82209.chloroplast
chloroplast Gagnepainia harmandii	240628.chloroplast
chloroplast Gagnepainia thoreliana	199638.chloroplast
chloroplast Gaimardia fitzgeraldii	357902.chloroplast
chloroplast Galactia striata	100146.chloroplast
chloroplast Galbulimima belgraveana	13535.chloroplast
chloroplast Galdieria partita	83374.chloroplast
chloroplast Galdieria sulphuraria	130081.chloroplast
chloroplast Galeana pratensis	176537.chloroplast
chloroplast Galinsoga quadriradiata	183030.chloroplast
chloroplast Gallardoa fischeri	151823.chloroplast
chloroplast Galphimia gracilis	112833.chloroplast
chloroplast Gammiella tonkinensis	252472.chloroplast
chloroplast Ganophyllum falcatum	290946.chloroplast
chloroplast Gardenia thunbergia	43487.chloroplast
chloroplast Garovaglia angustifolia	349109.chloroplast
chloroplast Garovaglia powellii	245368.chloroplast
chloroplast Garrya elliptica	4288.chloroplast
chloroplast Gasteria acinacifolia	247105.chloroplast
chloroplast Gasteria bicolor var. bicolor	247104.chloroplast
chloroplast Gastrococos crispa	169991.chloroplast
chloroplast Gastrolobium punctatum	247876.chloroplast
chloroplast Gaultheria amoena	157502.chloroplast
chloroplast Gaultheria antarctica	157503.chloroplast
chloroplast Gaultheria appressa	157504.chloroplast
chloroplast Gaultheria cumingiana	157506.chloroplast
chloroplast Gaultheria erecta	157507.chloroplast
chloroplast Gaultheria foliolosa	157508.chloroplast
chloroplast Gaultheria hispidula	157511.chloroplast
chloroplast Gaultheria megalodonta	157515.chloroplast
chloroplast Gaultheria miqueliana	95633.chloroplast
chloroplast Gaultheria myrsinoides	157516.chloroplast
chloroplast Gaultheria nummularioides	157517.chloroplast
chloroplast Gaultheria poeppigii	157518.chloroplast
chloroplast Gaultheria procumbens	157519.chloroplast
chloroplast Gaultheria reticulata	157521.chloroplast
chloroplast Gaultheria sclerophylla	157522.chloroplast
chloroplast Gaultheria strigosa	157523.chloroplast
chloroplast Gaultheria tasmanica	56048.chloroplast
chloroplast Gaussia attenuata	348509.chloroplast
chloroplast Gaussia gomez-pompae	348510.chloroplast
chloroplast Gaussia princeps H.Wendl. 1865	351363.chloroplast
chloroplast Gaussia spirituana	348511.chloroplast
chloroplast Gaylussacia dumosa	128896.chloroplast
chloroplast Gazania krebsiana	56526.chloroplast
chloroplast Gazania splendens	13541.chloroplast
chloroplast Geissorhiza heterostyla	152721.chloroplast
chloroplast Gelidium americanum	28854.chloroplast
chloroplast Gelidium coulteri	28849.chloroplast
chloroplast Gelidium floridanum	28850.chloroplast
chloroplast Gelidium latifolium	28851.chloroplast
chloroplast Gelidium pulchellum	28852.chloroplast
chloroplast Gelidium pusillum	31403.chloroplast
chloroplast Gelidium serrulatum	31405.chloroplast
chloroplast Gelsemium sempervirens	28542.chloroplast
chloroplast Geniostoma rupestre	62096.chloroplast
chloroplast Genista monspessulana	247890.chloroplast
chloroplast Genistidium dumosum	168539.chloroplast
chloroplast Genlisea aurea	192259.chloroplast
chloroplast Genlisea hispidula	193134.chloroplast
chloroplast Genlisea margaretae	204340.chloroplast
chloroplast Genlisea roraimensis	204341.chloroplast
chloroplast Genlisea stapfii	204342.chloroplast
chloroplast Genlisea uncinata	204343.chloroplast
chloroplast Geocalyx graveolens	362808.chloroplast
chloroplast Geoffroea decorticans	107362.chloroplast
chloroplast Geoffroea spinosa	135789.chloroplast
chloroplast Geonoma interrupta	313572.chloroplast
chloroplast Geonoma oxycarpa	169052.chloroplast
chloroplast Georgeantha hexandra	99124.chloroplast
chloroplast Geosiris aphylla	153028.chloroplast
chloroplast Geraea canescens	41582.chloroplast
chloroplast Gerbera jamesonii	13547.chloroplast
chloroplast Gigartina alveata	33665.chloroplast
chloroplast Gigartina atropurpurea	33666.chloroplast
chloroplast Gigartina clavifera	35181.chloroplast
chloroplast Gigartina muelleriana	35182.chloroplast
chloroplast Gillenia stipulata	141002.chloroplast
chloroplast Gillenia trifoliata	141003.chloroplast
chloroplast Ginkgo biloba	3311.chloroplast
chloroplast Giraudia sphacelarioides	86873.chloroplast
chloroplast Gironniera subaequalis	63060.chloroplast
chloroplast Gisekia pharnacioides	3530.chloroplast
chloroplast Gladiolus caucasicus	292517.chloroplast
chloroplast Gladiolus papilio	58995.chloroplast
chloroplast Glandonia macrocarpa	151828.chloroplast
chloroplast Glechoma hederacea	28509.chloroplast
chloroplast Gleditsia sinensis	66096.chloroplast
chloroplast Gleditsia triacanthos	54874.chloroplast
chloroplast Gliricidia brenningii	167661.chloroplast
chloroplast Gliricidia maculata	167662.chloroplast
chloroplast Gliricidia sepium	167663.chloroplast
chloroplast Globba adhaerans	240622.chloroplast
chloroplast Globba albiflora	240618.chloroplast
chloroplast Globba atrosanguinea	138137.chloroplast
chloroplast Globba atrosanguinea var. sumatrana	138139.chloroplast
chloroplast Globba aurantiaca	138140.chloroplast
chloroplast Globba bulbifera	240619.chloroplast
chloroplast Globba cernua	138142.chloroplast
chloroplast Globba cf. flavibracteata	138144.chloroplast
chloroplast Globba clarkei	138145.chloroplast
chloroplast Globba curtisii	4644.chloroplast
chloroplast Globba flagellaris	240626.chloroplast
chloroplast Globba fragilis	138148.chloroplast
chloroplast Globba geoffrayi	240616.chloroplast
chloroplast Globba globulifera	240621.chloroplast
chloroplast Globba holttumii	138150.chloroplast
chloroplast Globba insectifera	240612.chloroplast
chloroplast Globba keithii	240625.chloroplast
chloroplast Globba laeta	138151.chloroplast
chloroplast Globba leucantha	138152.chloroplast
chloroplast Globba leucantha var. bicolor	138153.chloroplast
chloroplast Globba macroclada	199640.chloroplast
chloroplast Globba marantina	138155.chloroplast
chloroplast Globba multiflora	240614.chloroplast
chloroplast Globba multifolia	138559.chloroplast
chloroplast Globba orixensis	240624.chloroplast
chloroplast Globba paniculata	138157.chloroplast
chloroplast Globba patens var. costulata	138159.chloroplast
chloroplast Globba patens var. patens	138160.chloroplast
chloroplast Globba pendula	110702.chloroplast
chloroplast Globba platystachya	138161.chloroplast
chloroplast Globba propinqua	138162.chloroplast
chloroplast Globba racemosa	240615.chloroplast
chloroplast Globba radicalis	240617.chloroplast
chloroplast Globba sessiliflora	240620.chloroplast
chloroplast Globba sp. Kato et al.10001(TI)	138130.chloroplast
chloroplast Globba sp. Lindstrom 784	240623.chloroplast
chloroplast Globba sp. Takano cult.17(KYO)	138131.chloroplast
chloroplast Globba sp. Williams 00-334	253091.chloroplast
chloroplast Globba spathulata	199649.chloroplast
chloroplast Globba substrigosa	240613.chloroplast
chloroplast Globba variabilis	188508.chloroplast
chloroplast Globba wardii	240630.chloroplast
chloroplast Globba wengeri	199650.chloroplast
chloroplast Globba winitii	138164.chloroplast
chloroplast Globba xantholeuca	240611.chloroplast
chloroplast Globularia nudicaulis	90639.chloroplast
chloroplast Glochidion cf. nemorale Kathriarachchi et al. 36	319564.chloroplast
chloroplast Glochidion puberum	283122.chloroplast
chloroplast Glochidion pycnocarpum	319565.chloroplast
chloroplast Glomera sp. Chase O-555	79048.chloroplast
chloroplast Glomeropitcairnia erectiflora	106451.chloroplast
chloroplast Glomeropitcairnia penduliflora	15138.chloroplast
chloroplast Glossadelphus ogatae	142608.chloroplast
chloroplast Glyceria nemoralis	376121.chloroplast
chloroplast Glycine max	3847.chloroplast
chloroplast Glycine soja	3848.chloroplast
chloroplast Glycyrrhiza glabra	49827.chloroplast
chloroplast Glycyrrhiza inflata	74614.chloroplast
chloroplast Glycyrrhiza lepidota	47080.chloroplast
chloroplast Glycyrrhiza pallidiflora	74859.chloroplast
chloroplast Glycyrrhiza uralensis	74613.chloroplast
chloroplast Glyphomitrium humillimum	254101.chloroplast
chloroplast Glyphomitrium minutissimum	254102.chloroplast
chloroplast Glyptocarpa camellioides	182304.chloroplast
chloroplast Glyptostrobus pensilis	99811.chloroplast
chloroplast Gnetum aff. microcarpum Won 533	225603.chloroplast
chloroplast Gnetum africanum	44929.chloroplast
chloroplast Gnetum cuspidatum	225589.chloroplast
chloroplast Gnetum gnemon	3382.chloroplast
chloroplast Gnetum gnemonoides	225596.chloroplast
chloroplast Gnetum hainanense	225590.chloroplast
chloroplast Gnetum montanum	3381.chloroplast
chloroplast Gnetum nodiflorum	45078.chloroplast
chloroplast Gnetum parvifolium	33153.chloroplast
chloroplast Gnetum ula	3383.chloroplast
chloroplast Gnetum urens	45079.chloroplast
chloroplast Gochnatia paucifolia	41584.chloroplast
chloroplast Goebeliella cornigera	255950.chloroplast
chloroplast Gompholobium minus	233800.chloroplast
chloroplast Gomphrena haageana	240061.chloroplast
chloroplast Gomphrena mandonii	221777.chloroplast
chloroplast Gomphrena pulchella	270119.chloroplast
chloroplast Gonatogyne brasiliensis	179686.chloroplast
chloroplast Gonatopus angustus	175763.chloroplast
chloroplast Gongylanthus ericetorum	399134.chloroplast
chloroplast Gongylanthus reniformis	402112.chloroplast
chloroplast Gongylanthus scariosus	402113.chloroplast
chloroplast Gonocalyx costaricensis	180703.chloroplast
chloroplast Gonocalyx megabracteolatus	180706.chloroplast
chloroplast Gonyaulax polyedra	2913.chloroplast
chloroplast Gordonia brandegeei	182305.chloroplast
chloroplast Gordonia lasianthus	182306.chloroplast
chloroplast Gossypioides kirkii	47615.chloroplast
chloroplast Gossypium anomalum	47600.chloroplast
chloroplast Gossypium barbadense	3634.chloroplast
chloroplast Gossypium bickii	47622.chloroplast
chloroplast Gossypium davidsonii	34287.chloroplast
chloroplast Gossypium gossypioides	34282.chloroplast
chloroplast Gossypium herbaceum var. africanum (Gossypium	76056.chloroplast
chloroplast Gossypium hirsutum	3635.chloroplast
chloroplast Gossypium longicalyx	34280.chloroplast
chloroplast Gossypium raimondii	29730.chloroplast
chloroplast Gossypium robinsonii	3636.chloroplast
chloroplast Gossypium schwendimanii	34291.chloroplast
chloroplast Gossypium somalense	47635.chloroplast
chloroplast Gossypium trilobum	34281.chloroplast
chloroplast Gossypium turneri	34284.chloroplast
chloroplast Gracilaria lemaneiformis	2778.chloroplast
chloroplast Gracilaria tenuistipitata	2776.chloroplast
chloroplast Gracilaria tenuistipitata var. liui	285951.chloroplast
chloroplast Grahamia australiana	160050.chloroplast
chloroplast Grahamia bracteata	107618.chloroplast
chloroplast Grahamia coahuilensis	308215.chloroplast
chloroplast Grahamia frutescens	107599.chloroplast
chloroplast Grahamia vulcanensis	213818.chloroplast
chloroplast Gratiola brevifolia	307730.chloroplast
chloroplast Gratiola neglecta	307731.chloroplast
chloroplast Gratiola officinalis	204382.chloroplast
chloroplast Gratiola virginiana	307729.chloroplast
chloroplast Grazielodendron riodocense	114989.chloroplast
chloroplast Greeneothallus gemmiparus	304442.chloroplast
chloroplast Greenmaniella resinosa	183032.chloroplast
chloroplast Greigia mulfordii	326793.chloroplast
chloroplast Greigia sp. Grant 19040	326794.chloroplast
chloroplast Greigia sphacelata	106453.chloroplast
chloroplast Grevea sp. Thulin et al. s.n.	164762.chloroplast
chloroplast Grevillea banksii	213825.chloroplast
chloroplast Grewia biloba	93770.chloroplast
chloroplast Griffithsia pacifica	35689.chloroplast
